Industry_code;Industry_name;Work_type;Year;Turnover_mDKK
43302;Painting and Glazing etc.;Repair and maintenance_major repair_housing;2020;2170
43302;Painting and Glazing etc.;Repair and maintenance_major repair_housing;2021;2314
43302;Painting and Glazing etc.;Repair and maintenance_major repair_housing;2022;2878
43302;Painting and Glazing etc.;Repair and maintenance_major repair_housing;2023;2782
43302;Painting and Glazing etc.;Repair and maintenance_major repair_housing;2024;1782
43302;Painting and Glazing etc.;Repair and maintenance_major repair_other;2015;509
43302;Painting and Glazing etc.;Repair and maintenance_major repair_other;2016;1004
43302;Painting and Glazing etc.;Repair and maintenance_major repair_other;2017;853
43302;Painting and Glazing etc.;Repair and maintenance_major repair_other;2018;938
43302;Painting and Glazing etc.;Repair and maintenance_major repair_other;2019;905
43302;Painting and Glazing etc.;Repair and maintenance_major repair_other;2020;936
43302;Painting and Glazing etc.;Repair and maintenance_major repair_other;2021;755
43302;Painting and Glazing etc.;Repair and maintenance_major repair_other;2022;880
43302;Painting and Glazing etc.;Repair and maintenance_major repair_other;2023;596
43302;Painting and Glazing etc.;Repair and maintenance_major repair_other;2024;1074
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_housing;2015;2796
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_housing;2016;3480
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_housing;2017;2881
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_housing;2018;3334
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_housing;2019;3182
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_housing;2020;3199
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_housing;2021;3232
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_housing;2022;3557
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_housing;2023;3486
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_housing;2024;3849
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_other;2015;1210
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_other;2016;882
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_other;2017;1246
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_other;2018;1098
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_other;2019;1408
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_other;2020;1058
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_other;2021;625
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_other;2022;1049
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_other;2023;1419
43302;Painting and Glazing etc.;Repair and maintenance_maintenance_other;2024;1141
43302;Painting and Glazing etc.;Civil engineering;2015;45
43302;Painting and Glazing etc.;Civil engineering;2016;169
43302;Painting and Glazing etc.;Civil engineering;2017;80
43302;Painting and Glazing etc.;Civil engineering;2018;306
43302;Painting and Glazing etc.;Civil engineering;2019;80
43302;Painting and Glazing etc.;Civil engineering;2020;99
43302;Painting and Glazing etc.;Civil engineering;2021;142
43302;Painting and Glazing etc.;Civil engineering;2022;217
43302;Painting and Glazing etc.;Civil engineering;2023;356
43302;Painting and Glazing etc.;Civil engineering;2024;932
43302;Painting and Glazing etc.;Civil engineering_new construction;2015;9
43302;Painting and Glazing etc.;Civil engineering_new construction;2016;17
43302;Painting and Glazing etc.;Civil engineering_new construction;2017;19
43302;Painting and Glazing etc.;Civil engineering_new construction;2018;93
43302;Painting and Glazing etc.;Civil engineering_new construction;2019;3
43302;Painting and Glazing etc.;Civil engineering_new construction;2020;31
43302;Painting and Glazing etc.;Civil engineering_new construction;2021;16
43302;Painting and Glazing etc.;Civil engineering_new construction;2022;7
43302;Painting and Glazing etc.;Civil engineering_new construction;2023;41
43302;Painting and Glazing etc.;Civil engineering_new construction;2024;555
43302;Painting and Glazing etc.;Civil engineering_major repair;2015;15
43302;Painting and Glazing etc.;Civil engineering_major repair;2016;11
43302;Painting and Glazing etc.;Civil engineering_major repair;2017;44
43302;Painting and Glazing etc.;Civil engineering_major repair;2018;32
43302;Painting and Glazing etc.;Civil engineering_major repair;2019;25
43302;Painting and Glazing etc.;Civil engineering_major repair;2020;9
43302;Painting and Glazing etc.;Civil engineering_major repair;2021;104
43302;Painting and Glazing etc.;Civil engineering_major repair;2022;202
43302;Painting and Glazing etc.;Civil engineering_major repair;2023;98
43302;Painting and Glazing etc.;Civil engineering_major repair;2024;293
43302;Painting and Glazing etc.;Civil engineering_maintenance;2015;21
43302;Painting and Glazing etc.;Civil engineering_maintenance;2016;142
43302;Painting and Glazing etc.;Civil engineering_maintenance;2017;17
43302;Painting and Glazing etc.;Civil engineering_maintenance;2018;181
43302;Painting and Glazing etc.;Civil engineering_maintenance;2019;52
43302;Painting and Glazing etc.;Civil engineering_maintenance;2020;59
43302;Painting and Glazing etc.;Civil engineering_maintenance;2021;21
43302;Painting and Glazing etc.;Civil engineering_maintenance;2022;8
43302;Painting and Glazing etc.;Civil engineering_maintenance;2023;217
43302;Painting and Glazing etc.;Civil engineering_maintenance;2024;84
43302;Painting and Glazing etc.;Other occupation;2015;129
43302;Painting and Glazing etc.;Other occupation;2016;93
43302;Painting and Glazing etc.;Other occupation;2017;91
43302;Painting and Glazing etc.;Other occupation;2018;130
43302;Painting and Glazing etc.;Other occupation;2019;96
43302;Painting and Glazing etc.;Other occupation;2020;89
43302;Painting and Glazing etc.;Other occupation;2021;207
43302;Painting and Glazing etc.;Other occupation;2022;196
43302;Painting and Glazing etc.;Other occupation;2023;75
43302;Painting and Glazing etc.;Other occupation;2024;396
439910;Bricklayers;New buildings and extensions;2015;4016
439910;Bricklayers;New buildings and extensions;2016;4647
439910;Bricklayers;New buildings and extensions;2017;5300
439910;Bricklayers;New buildings and extensions;2018;6342
439910;Bricklayers;New buildings and extensions;2019;7474
439910;Bricklayers;New buildings and extensions;2020;7512
439910;Bricklayers;New buildings and extensions;2021;6978
439910;Bricklayers;New buildings and extensions;2022;6714
439910;Bricklayers;New buildings and extensions;2023;6026
439910;Bricklayers;New buildings and extensions;2024;5839
439910;Bricklayers;New buildings and extensions_housing;2015;2177
439910;Bricklayers;New buildings and extensions_housing;2016;2824
439910;Bricklayers;New buildings and extensions_housing;2017;3324
439910;Bricklayers;New buildings and extensions_housing;2018;4559
439910;Bricklayers;New buildings and extensions_housing;2019;5671
439910;Bricklayers;New buildings and extensions_housing;2020;5284
439910;Bricklayers;New buildings and extensions_housing;2021;5481
439910;Bricklayers;New buildings and extensions_housing;2022;5558
439910;Bricklayers;New buildings and extensions_housing;2023;3966
439910;Bricklayers;New buildings and extensions_housing;2024;3577
439910;Bricklayers;New buildings and extensions_other;2015;1839
439910;Bricklayers;New buildings and extensions_other;2016;1823
439910;Bricklayers;New buildings and extensions_other;2017;1976
439910;Bricklayers;New buildings and extensions_other;2018;1783
439910;Bricklayers;New buildings and extensions_other;2019;1803
439910;Bricklayers;New buildings and extensions_other;2020;2228
439910;Bricklayers;New buildings and extensions_other;2021;1497
439910;Bricklayers;New buildings and extensions_other;2022;1156
439910;Bricklayers;New buildings and extensions_other;2023;2060
439910;Bricklayers;New buildings and extensions_other;2024;2262
439910;Bricklayers;Repair and maintenance_major repair_housing;2015;2664
439910;Bricklayers;Repair and maintenance_major repair_housing;2016;2156
439910;Bricklayers;Repair and maintenance_major repair_housing;2017;2658
439910;Bricklayers;Repair and maintenance_major repair_housing;2018;2502
439910;Bricklayers;Repair and maintenance_major repair_housing;2019;2208
439910;Bricklayers;Repair and maintenance_major repair_housing;2020;2480
439910;Bricklayers;Repair and maintenance_major repair_housing;2021;3340
439910;Bricklayers;Repair and maintenance_major repair_housing;2022;2773
439910;Bricklayers;Repair and maintenance_major repair_housing;2023;3924
439910;Bricklayers;Repair and maintenance_major repair_housing;2024;3080
439910;Bricklayers;Repair and maintenance_major repair_other;2015;1087
439910;Bricklayers;Repair and maintenance_major repair_other;2016;1200
439910;Bricklayers;Repair and maintenance_major repair_other;2017;1084
439910;Bricklayers;Repair and maintenance_major repair_other;2018;688
439910;Bricklayers;Repair and maintenance_major repair_other;2019;562
439910;Bricklayers;Repair and maintenance_major repair_other;2020;704
439910;Bricklayers;Repair and maintenance_major repair_other;2021;683
439910;Bricklayers;Repair and maintenance_major repair_other;2022;1172
439910;Bricklayers;Repair and maintenance_major repair_other;2023;514
439910;Bricklayers;Repair and maintenance_major repair_other;2024;842
439910;Bricklayers;Repair and maintenance_maintenance_housing;2015;1405
439910;Bricklayers;Repair and maintenance_maintenance_housing;2016;1328
439910;Bricklayers;Repair and maintenance_maintenance_housing;2017;1160
439910;Bricklayers;Repair and maintenance_maintenance_housing;2018;1140
439910;Bricklayers;Repair and maintenance_maintenance_housing;2019;1400
439910;Bricklayers;Repair and maintenance_maintenance_housing;2020;1436
439910;Bricklayers;Repair and maintenance_maintenance_housing;2021;1455
439910;Bricklayers;Repair and maintenance_maintenance_housing;2022;2460
439910;Bricklayers;Repair and maintenance_maintenance_housing;2023;2073
439910;Bricklayers;Repair and maintenance_maintenance_housing;2024;1919
439910;Bricklayers;Repair and maintenance_maintenance_other;2015;354
439910;Bricklayers;Repair and maintenance_maintenance_other;2016;569
439910;Bricklayers;Repair and maintenance_maintenance_other;2017;381
439910;Bricklayers;Repair and maintenance_maintenance_other;2018;497
439910;Bricklayers;Repair and maintenance_maintenance_other;2019;406
439910;Bricklayers;Repair and maintenance_maintenance_other;2020;383
439910;Bricklayers;Repair and maintenance_maintenance_other;2021;897
439910;Bricklayers;Repair and maintenance_maintenance_other;2022;758
439910;Bricklayers;Repair and maintenance_maintenance_other;2023;296
439910;Bricklayers;Repair and maintenance_maintenance_other;2024;768
439910;Bricklayers;Civil engineering;2015;249
439910;Bricklayers;Civil engineering;2016;297
439910;Bricklayers;Civil engineering;2017;369
439910;Bricklayers;Civil engineering;2018;384
439910;Bricklayers;Civil engineering;2019;173
439910;Bricklayers;Civil engineering;2020;128
439910;Bricklayers;Civil engineering;2021;223
439910;Bricklayers;Civil engineering;2022;679
439910;Bricklayers;Civil engineering;2023;224
439910;Bricklayers;Civil engineering;2024;517
439910;Bricklayers;Civil engineering_new construction;2015;65
439910;Bricklayers;Civil engineering_new construction;2016;168
439910;Bricklayers;Civil engineering_new construction;2017;256
439910;Bricklayers;Civil engineering_new construction;2018;211
439910;Bricklayers;Civil engineering_new construction;2019;116
439910;Bricklayers;Civil engineering_new construction;2020;56
439910;Bricklayers;Civil engineering_new construction;2021;80
439910;Bricklayers;Civil engineering_new construction;2022;476
439910;Bricklayers;Civil engineering_new construction;2023;89
439910;Bricklayers;Civil engineering_new construction;2024;211
439910;Bricklayers;Civil engineering_major repair;2015;50
439910;Bricklayers;Civil engineering_major repair;2016;53
439910;Bricklayers;Civil engineering_major repair;2017;55
439910;Bricklayers;Civil engineering_major repair;2018;102
439910;Bricklayers;Civil engineering_major repair;2019;49
439910;Bricklayers;Civil engineering_major repair;2020;55
439910;Bricklayers;Civil engineering_major repair;2021;103
439910;Bricklayers;Civil engineering_major repair;2022;71
439910;Bricklayers;Civil engineering_major repair;2023;89
439910;Bricklayers;Civil engineering_major repair;2024;247
439910;Bricklayers;Civil engineering_maintenance;2015;134
439910;Bricklayers;Civil engineering_maintenance;2016;76
439910;Bricklayers;Civil engineering_maintenance;2017;57
439910;Bricklayers;Civil engineering_maintenance;2018;71
439910;Bricklayers;Civil engineering_maintenance;2019;9
439910;Bricklayers;Civil engineering_maintenance;2020;17
439910;Bricklayers;Civil engineering_maintenance;2021;40
439910;Bricklayers;Civil engineering_maintenance;2022;131
439910;Bricklayers;Civil engineering_maintenance;2023;46
439910;Bricklayers;Civil engineering_maintenance;2024;59
439910;Bricklayers;Other occupation;2015;13
439910;Bricklayers;Other occupation;2016;140
439910;Bricklayers;Other occupation;2017;19
439910;Bricklayers;Other occupation;2018;68
439910;Bricklayers;Other occupation;2019;90
439910;Bricklayers;Other occupation;2020;84
439910;Bricklayers;Other occupation;2021;196
439910;Bricklayers;Other occupation;2022;79
439910;Bricklayers;Other occupation;2023;77
439910;Bricklayers;Other occupation;2024;131
43003;Other specialized construction activities etc.;New buildings and extensions;2015;7234
43003;Other specialized construction activities etc.;New buildings and extensions;2016;7910
43003;Other specialized construction activities etc.;New buildings and extensions;2017;8615
43003;Other specialized construction activities etc.;New buildings and extensions;2018;8933
43003;Other specialized construction activities etc.;New buildings and extensions;2019;12883
43003;Other specialized construction activities etc.;New buildings and extensions;2020;15913
43003;Other specialized construction activities etc.;New buildings and extensions;2021;15527
43003;Other specialized construction activities etc.;New buildings and extensions;2022;19455
43003;Other specialized construction activities etc.;New buildings and extensions;2023;18331
43003;Other specialized construction activities etc.;New buildings and extensions;2024;17767
43003;Other specialized construction activities etc.;New buildings and extensions_housing;2015;2979
43003;Other specialized construction activities etc.;New buildings and extensions_housing;2016;3460
43003;Other specialized construction activities etc.;New buildings and extensions_housing;2017;3888
43003;Other specialized construction activities etc.;New buildings and extensions_housing;2018;5372
43003;Other specialized construction activities etc.;New buildings and extensions_housing;2019;7820
43003;Other specialized construction activities etc.;New buildings and extensions_housing;2020;7693
43003;Other specialized construction activities etc.;New buildings and extensions_housing;2021;8753
43003;Other specialized construction activities etc.;New buildings and extensions_housing;2022;9970
43003;Other specialized construction activities etc.;New buildings and extensions_housing;2023;8315
43003;Other specialized construction activities etc.;New buildings and extensions_housing;2024;6886
43003;Other specialized construction activities etc.;New buildings and extensions_other;2015;4255
43003;Other specialized construction activities etc.;New buildings and extensions_other;2016;4450
43003;Other specialized construction activities etc.;New buildings and extensions_other;2017;4727
43003;Other specialized construction activities etc.;New buildings and extensions_other;2018;3561
43003;Other specialized construction activities etc.;New buildings and extensions_other;2019;5063
43003;Other specialized construction activities etc.;New buildings and extensions_other;2020;8220
43003;Other specialized construction activities etc.;New buildings and extensions_other;2021;6774
43003;Other specialized construction activities etc.;New buildings and extensions_other;2022;9485
43003;Other specialized construction activities etc.;New buildings and extensions_other;2023;10016
43003;Other specialized construction activities etc.;New buildings and extensions_other;2024;10881
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_housing;2015;2360
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_housing;2016;2706
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_housing;2017;3465
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_housing;2018;3794
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_housing;2019;5015
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_housing;2020;4829
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_housing;2021;5789
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_housing;2022;4007
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_housing;2023;4247
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_housing;2024;3993
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_other;2015;1951
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_other;2016;2368
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_other;2017;3011
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_other;2018;2688
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_other;2019;3233
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_other;2020;3450
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_other;2021;1534
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_other;2022;3191
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_other;2023;2949
43003;Other specialized construction activities etc.;Repair and maintenance_major repair_other;2024;2629
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_housing;2015;862
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_housing;2016;1222
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_housing;2017;1103
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_housing;2018;1106
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_housing;2019;969
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_housing;2020;1711
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_housing;2021;2672
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_housing;2022;5280
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_housing;2023;6454
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_housing;2024;5784
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_other;2015;974
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_other;2016;1661
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_other;2017;1463
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_other;2018;1135
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_other;2019;724
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_other;2020;1465
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_other;2021;1944
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_other;2022;693
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_other;2023;1471
43003;Other specialized construction activities etc.;Repair and maintenance_maintenance_other;2024;1319
43003;Other specialized construction activities etc.;Civil engineering;2015;6492
43003;Other specialized construction activities etc.;Civil engineering;2016;6197
43003;Other specialized construction activities etc.;Civil engineering;2017;6495
43003;Other specialized construction activities etc.;Civil engineering;2018;8213
43003;Other specialized construction activities etc.;Civil engineering;2019;6545
43003;Other specialized construction activities etc.;Civil engineering;2020;6378
43003;Other specialized construction activities etc.;Civil engineering;2021;8918
43003;Other specialized construction activities etc.;Civil engineering;2022;8265
43003;Other specialized construction activities etc.;Civil engineering;2023;8502
43003;Other specialized construction activities etc.;Civil engineering;2024;12535
43003;Other specialized construction activities etc.;Civil engineering_new construction;2015;4956
43003;Other specialized construction activities etc.;Civil engineering_new construction;2016;4500
43003;Other specialized construction activities etc.;Civil engineering_new construction;2017;4199
43003;Other specialized construction activities etc.;Civil engineering_new construction;2018;5417
43003;Other specialized construction activities etc.;Civil engineering_new construction;2019;4711
43003;Other specialized construction activities etc.;Civil engineering_new construction;2020;4241
43003;Other specialized construction activities etc.;Civil engineering_new construction;2021;6215
43003;Other specialized construction activities etc.;Civil engineering_new construction;2022;5583
43003;Other specialized construction activities etc.;Civil engineering_new construction;2023;5746
43003;Other specialized construction activities etc.;Civil engineering_new construction;2024;4987
43003;Other specialized construction activities etc.;Civil engineering_major repair;2015;553
43003;Other specialized construction activities etc.;Civil engineering_major repair;2016;743
43003;Other specialized construction activities etc.;Civil engineering_major repair;2017;700
43003;Other specialized construction activities etc.;Civil engineering_major repair;2018;1497
43003;Other specialized construction activities etc.;Civil engineering_major repair;2019;1330
43003;Other specialized construction activities etc.;Civil engineering_major repair;2020;1742
43003;Other specialized construction activities etc.;Civil engineering_major repair;2021;2222
43003;Other specialized construction activities etc.;Civil engineering_major repair;2022;2212
43003;Other specialized construction activities etc.;Civil engineering_major repair;2023;1024
43003;Other specialized construction activities etc.;Civil engineering_major repair;2024;6201
43003;Other specialized construction activities etc.;Civil engineering_maintenance;2015;983
43003;Other specialized construction activities etc.;Civil engineering_maintenance;2016;954
43003;Other specialized construction activities etc.;Civil engineering_maintenance;2017;1596
43003;Other specialized construction activities etc.;Civil engineering_maintenance;2018;1299
43003;Other specialized construction activities etc.;Civil engineering_maintenance;2019;503
43003;Other specialized construction activities etc.;Civil engineering_maintenance;2020;395
43003;Other specialized construction activities etc.;Civil engineering_maintenance;2021;481
43003;Other specialized construction activities etc.;Civil engineering_maintenance;2022;470
43003;Other specialized construction activities etc.;Civil engineering_maintenance;2023;1732
43003;Other specialized construction activities etc.;Civil engineering_maintenance;2024;1346
43003;Other specialized construction activities etc.;Other occupation;2015;2037
43003;Other specialized construction activities etc.;Other occupation;2016;2483
43003;Other specialized construction activities etc.;Other occupation;2017;2629
43003;Other specialized construction activities etc.;Other occupation;2018;2662
43003;Other specialized construction activities etc.;Other occupation;2019;2910
43003;Other specialized construction activities etc.;Other occupation;2020;2274
43003;Other specialized construction activities etc.;Other occupation;2021;4194
43003;Other specialized construction activities etc.;Other occupation;2022;3060
43003;Other specialized construction activities etc.;Other occupation;2023;2697
43003;Other specialized construction activities etc.;Other occupation;2024;2421
